Nepali_Newar_Shrestha,17.21,5.85,0.25,9.54,0.79,3.12,29.01,0.27,0.00,32.71,1.21,0.05
Nihali,10.39,2.00,0.00,10.19,1.20,0.40,75.52,0.00,0.00,0.30,0.00,0.00
Nivh,0.10,36.03,0.00,0.26,0.00,0.07,1.01,0.00,0.03,62.45,0.03,0.02
Nogai,13.01,10.65,0.24,0.69,4.63,21.94,0.61,0,0.75,11.90,35.58,0
Nogai_Naiman_1_Dagestan,18.58,12.30,0,0,5.77,19.70,1.92,0,1.76,15.96,23.99,0
Nogai_ShomishlyAs_1_Beshtau,12.08,8.80,0,0.67,8.91,25.85,1.66,0,2.92,10.13,28.97,0
Nogai_Naiman_2_Koban,14.64,12.52,0.05,0,8.74,23.97,1.56,0,1.67,14.94,21.90,0
Nogai_Unkown_1_Beshtau,12.53,11.56,0,1.29,8.25,22.83,0,0,1.93,15.80,25.76,0
Nogai_Ming_1_Dagestan,11.40,11.35,0,0.11,9.08,31.06,0,0,3.89,13.50,19.59,0
Nogai_Konirat_1_Beshtau,9.76,19.88,0,0.18,10.08,24.47,2.63,0.13,1.43,19.97,11.43,0
Nogai_Yedisan_1_Ankara,12.90,12.93,0,2.48,7.42,16.89,0,0,2.48,22.01,22.88,0
Nogai_Dobruja_1_Bursa,7.08,16.84,0.12,0.98,11.83,19.94,2.33,0,0.72,23.40,16.77,0
Nogai_Yedisan_2_Konya,9.15,18.69,0.15,4.04,6.99,19.41,2.21,0.59,0,22.96,14.82,0
Nogai_Astrakhan,7.29,23.04,0.19,2.51,7.87,18.20,1.19,0.06,1.77,28.07,9.78,0.04
Nogai_Stavropol,9.88,20.61,0.14,2.69,6.66,15.63,2.49,0.10,1.50,27.18,13.13,0.00
North_Kannadi,20.12,0.50,0.00,0.00,0.00,0.20,76.28,0.00,0.00,0.90,2.00,0.00
North_Russian,3.51,7.08,0.05,0.22,19.99,60.37,0.69,0.05,0.77,0.81,6.41,0.05
Nuristani,41.29,2.22,0,0,0.21,15.98,22.41,0,0.69,0.24,16.96,0
Oroqen,0.00,44.20,0.00,3.50,0.00,0.00,0.00,0.00,0.00,52.30,0.00,0.00
Ossetian,18.58,3.81,0.08,0.31,5.49,17.23,0.61,0,3.46,2.29,48.07,0.08
Ossetian_South,19.84,2.65,0.54,0.88,3.78,15.66,0.13,0.02,3.13,1.82,51.42,0.13
PAK_Kohistani,39.42,2.24,0.04,0.71,0.47,11.17,28.69,0.05,1.42,2.45,13.22,0.13
Palestinian,10.56,0.37,5.76,0.15,13.25,1.89,0.65,4.58,24.15,0.45,36.51,1.63
Palestinian_Christian,9.34,0.06,4.3,0,15.12,1.29,0.25,1.57,25.1,0.09,42.87,0
Pamiri_Ishkashim,32.91,4.60,0.00,0.49,4.38,22.36,13.64,0.06,1.30,3.74,16.52,0.00
Pamiri_Rushan,32.02,4.15,0.04,0.53,6.68,24.69,9.22,0.07,1.80,2.75,18.04,0.01
Pamiri_Shughnan,32.06,4.44,0.00,0.15,6.02,24.32,10.09,0.08,1.93,3.56,17.36,0.01
PANIYA,0.00,2.70,0.00,62.40,0.00,0.20,23.80,0.50,0.00,8.80,0.00,1.60
Parsi_India,29.59,1.14,0.95,0.84,4.15,4.79,16.30,0.71,12.58,0.64,29.12,0.08
Pashtun_Kandahar,35.75,2.18,0.13,0.25,3.21,15.45,16.59,0.25,4.09,1.93,20.12,0.07
Pashtun_Tarkalani,37.16,1.50,0.19,0.69,1.80,15.17,21.64,0.19,3.63,1.12,16.78,0.19
Pashtun_Uthmankhel,36.96,2.46,0.00,0.36,2.57,15.39,21.95,0.00,3.11,0.78,16.28,0.14
Pashtun_Yusafzai,37.17,2.04,0.03,0.55,2.17,13.48,24.02,0.08,2.80,1.16,16.33,0.16
Piramalai_Kallars,31.30,0.00,0.00,0.00,0.00,0.00,66.60,0.00,0.70,1.10,0.30,0.00
Polish_Mazovia,3.7,0.81,0.06,0.04,22.69,58,0.8,0,1.08,0.29,12.53,0
Polish_Warmia-Masuria,5.29,0.89,0.04,0.18,26.06,56.85,0.28,0.03,1.64,0.16,8.58,0
Polish,3.72,0.69,0.16,0.18,25.28,56.52,0.44,0.10,1.67,0.06,11.17,0
Pomak_Bulgaria,5.24,0.47,0.66,0.16,25.26,33.51,0.29,0.01,7.28,0.56,26.51,0.05
Pomak_Greece,5.70,1.07,1.21,0.19,23.00,32.93,0.23,0.08,7.28,0.40,27.99,0.06
Portuguese,4.73,0.19,6.76,0.14,41.70,24.88,0.21,0.98,5.53,0.24,13.54,1.20
Punjabi_Jatt,38.93,1.58,0.03,0.39,2.81,14.71,30.12,0.06,1.37,0.39,9.57,0.04
Punjabi_Khatri,38.50,1.73,0.01,0.17,1.06,11.97,30.39,0.03,1.94,0.96,13.22,0.02
Punjabi_Tarkhan,38.00,1.55,0.12,0.21,1.41,11.60,34.49,0.17,1.30,1.39,9.68,0.10
Romanian,5.2,0.95,0.63,0.24,26.92,34.25,0.39,0,6.23,0.49,24.68,0
Russian_Northern_Dvina,3.41,8.26,0.08,0.49,17.35,60.85,0.64,0,0.55,1.13,7.23,0
Russian_Kostroma,4.12,6.73,0.30,0.52,18.61,58.64,0.36,0.04,1.29,0.73,8.64,0.02
Russian_Kursk,4.45,1.80,0.18,0.22,20.29,57.50,1.07,0,1.15,0.64,12.71,0
Russian_Oryol,4.93,2.31,0.21,0.15,20.97,57.11,0.61,0,0.92,0.16,12.63,0
Russian_Ryazan,4.84,4.07,0.34,0.23,20.16,56.20,0.81,0.20,0.80,0.38,11.91,0.07
Russian_Smolensk,3.80,1.33,0.14,0.17,21.83,58.85,0.64,0.05,1.38,0.30,11.53,0
Russian_Tver,4.15,2.92,0.05,0.45,19.96,59.80,0.80,0,0.90,0.63,10.36,0
Russian_Ural,5.45,9.49,0.04,0.17,17.07,56.40,1.28,0.04,0.17,1.59,8.25,0.05
Russian_Voronezh,3.41,1.93,0.32,0.27,20.72,57.73,0.49,0.09,1.63,0,13.41,0
SAKILLI,26.20,0.00,0.00,1.20,0.00,0.00,71.20,0.00,0.40,1.00,0.00,0.00
Sandawe_He,0.10,0.00,0.00,0.00,1.00,0.00,0.00,67.70,0.50,0.00,1.70,29.00
Santhal,3.10,0.00,0.00,16.58,0.00,0.00,78.22,0.00,0.00,2.10,0.00,0.00
Sardinian,0,0,4.61,0,56.43,7.79,0,0,8.75,0.04,22.34,0
Saudi,6.64,0.18,3.92,0.24,5.74,0.43,1.26,3.65,50.01,0.13,27.52,0.26
Savara,0.00,1.30,0.00,25.50,0.00,0.00,73.20,0.00,0.00,0.00,0.00,0.00
Scottish,10.25,0.19,0.21,0.16,38.53,44.21,0.23,0.01,0.40,0.03,5.73,0
Sephardic_Jews,5.69,0.20,6.19,0.00,26.47,6.09,0.40,0.70,16.18,0.00,38.06,0.00
Serb,4.73,0.79,0.53,0.24,27.31,39.08,0.38,0.04,5.13,0.20,21.57,0.01
She,0.00,0.00,0.00,48.40,0.00,0.00,0.00,0.00,0.00,51.60,0.00,0.00
Shor,11.42,34.78,0.01,1.06,1.96,22.68,2.16,0.05,0.17,24.64,1.00,0.05
Sindhi_Hindu,39.18,1.55,0.11,0.21,0.81,11.63,29.28,0.20,2.05,0.73,13.89,0.35
Slovak,5.18,0.73,0.28,0.26,26.53,50.32,0.60,0.03,2.66,0.21,13.18,0
Slovenian,4.70,0.44,0.22,0.26,28.92,45.97,0.22,0.06,3.18,0.10,15.90,0
Somali,0,0.06,11.19,0.09,0.43,0.03,0.31,54.18,20.13,0.22,2.72,10.64
Sorb_Lusatia,5.53,0.51,0.49,0.15,26.83,53.94,0.23,0,1.24,0.01,11.08,0
Spanish_Andalusia,5.70,0.22,4.38,0.16,47.02,24.67,0.40,0.17,4.99,0.10,11.79,0.39
Spanish_Aragon,5.86,0.08,3.39,0,48.45,25.57,0.34,0.17,3.80,0.08,12.21,0.15
Spanish_Asturias,6.23,0.04,5.04,0.39,48.59,23.26,0.34,0.66,4.45,0.00,10.52,0.50
Spanish_Baleares,6.00,0.10,2.70,0.40,43.77,27.09,0.24,0.10,4.74,0.22,15.33,0.33
Spanish_Basque,6.47,0.14,1.35,0.21,59.28,25.18,0.20,0.04,1.80,0.16,5.12,0.04
Spanish_Canarias,4.50,0.25,7.93,0.18,39.36,23.46,0.22,1.50,6.70,0.15,13.62,2.12
Spanish_Cantabria,5.07,0.39,3.00,0.04,48.31,27.20,0,0.53,3.31,0.20,11.75,0.22
Spanish_Castilla-Leon,5.43,0,4.31,0.20,45.13,25.39,0.22,0.24,5.29,0.13,13.30,0.35
Spanish_Catalonia,5.43,0.09,2.60,0.10,46.39,27.16,0.46,0.26,4.23,0.09,12.99,0.18
Spanish_Galicia,5.16,0.29,5.08,0.51,45.34,26.31,0.73,0.54,4.38,0,11.30,0.39
Spanish_La_Rioja,5.26,0.10,2.62,0,51.23,26.02,0.46,0.11,3.42,0.10,10.5,0.18
Spanish_Valencia,5.43,0.14,3.66,0.16,46.01,25.63,0.24,0.19,4.93,0.18,13.21,0.23
Swedish,7.80,0.74,0.05,0.09,34.23,51.06,0.25,0,0.53,0.04,5.19,0
Swiss_Italian,3.9175,0.0825,1.1025,0,39.8525,28.55,0.185,0.0625,5.7975,0,20.45,0
Syrian_Muslim,13.25,0.44,3.56,0.55,11.1,2.94,1.57,3.71,23.82,0.57,36.68,1.81
Syrian_SW_Christian,9.5,0.12,4.55,0.04,15.11,0.57,0.1,1.7,25.65,0.17,42.48,0
Tabasaran,26.43,1.81,0,0.31,4.79,25.93,1.13,0.07,3.37,0.38,35.69,0.1
Tajik_Herat,30.91,4.43,0.13,0.10,5.19,11.91,11.88,0.53,7.74,4.67,22.28,0.22
Tajik_Kabul,33.15,3.36,0.07,0.62,3.55,12.61,18.75,0.06,3.38,5.77,18.49,0.19
Tajik_Lowland,28.93,6.33,0.14,1.62,4.75,19.46,8.60,0,2.64,6.11,21.39,0.02	
Tajik_Mountain,27.96,6.57,0.10,0.84,6.06,18.39,7.07,0.18,3.70,8.02,21.05,0
Tajik_Panjshir&Kapisa,38.25,2.34,0.00,1.01,2.25,13.91,18.56,0.00,2.77,1.36,19.30,0.26
Talysh_Azerbaijan,25.5,1.24,0.71,0.32,6.32,7.18,3.21,0.14,12.17,1.2,41.97,0.02
Tamil_Nadu_Scheduled_Caste,33.33,0.00,0.00,1.40,0.00,0.00,61.66,0.00,2.00,0.20,1.40,0.00
Tatar_Kazan,8.40,13.40,0.20,0.53,14.50,42.26,1.32,0.02,0.99,7.17,11.19,0.02
Tatar_Mishar,7.27,10.26,0.09,0.77,16.63,46.10,1.48,0.00,1.47,5.15,10.77,0.03
Tatar_Siberia,9.49,26.48,0.18,1.51,6.07,27.55,2.06,0.07,0.87,18.14,7.58,0.01
Tatar_Zabolotniye,10.68,36.15,0.01,0.89,3.37,31.84,1.39,0.19,0.00,13.15,2.32,0.00
Tharus,32.17,0.30,0.00,1.60,0.40,5.00,56.24,0.00,0.00,1.00,3.30,0.00
Tibetan,1.97,12.01,0.21,14.82,0,0.6,6.7,0.16,0.03,62.8,0,0.7
Tu,3.00,8.11,0.00,17.62,0.40,1.10,1.90,0.00,0.00,66.47,1.40,0.00
Tubalar,12.56,30.24,0.51,1.72,3.73,21.50,1.91,0.05,0.00,25.46,2.19,0.13
Tujia,0.00,0.00,0.00,41.80,0.00,0.00,0.00,0.00,0.00,58.20,0.00,0.00
Turk_Bulgaria_North,8.19,3.27,0.71,0.63,21.18,28.55,1.05,0.12,6.95,2.48,26.81,0.04
Turk_Bulgaria_South,8.16,4.3,0.93,0.45,20.17,25.96,0.95,0.07,7.68,3.66,27.63,0.01
Turk_Greece,7.44,3.2,1.23,0.1,22.33,26.71,0.7,0.19,8.42,2.18,27.65,0.05
Turk_Macedonia,5.98,1.41,1.19,0.3,27.29,28.71,0.19,0.04,7.69,0.6,26.65,0.16
Turk_Eastern_Thrace,9.2,3.5,0.68,0.21,22.92,24.14,0.48,0,7.19,2.71,28.96,0
Turk_Northwestern_Anatolia,12.2,6.16,1.07,0.59,14.75,14.51,1.17,0.21,9.82,6.05,33.39,0.09
Turk_Western_Black_Sea_&_Northwestern_Central_Anatolia,13.15,5.61,0.98,0.71,13.61,13.41,1.35,0.1,10.06,5.03,35.95,0.06
Turk_Bolu,13.34,6.91,0.66,1.21,12.77,14.8,1.43,0.16,9.08,7.45,32.11,0.08
Turk_Western_Black_Sea_(Kastamonu_&_Sinop),13.24,3.36,1.03,0.71,14.72,11.7,0.81,0.06,11.07,2.5,40.73,0.11
Turk_Southwestern_Anatolia,13.39,5.93,1.16,0.82,14.18,12.16,1.11,0.36,10.08,6.06,34.6,0.14
Turk_Muğla,13.11,8.98,1.06,0.29,14.16,12.73,1.27,0.33,8.74,8.47,30.85,0.00
Turk_Western_Central_Anatolia,13.77,4.26,1.06,0.64,14.98,10.67,0.97,0.21,11.51,4.03,37.74,0.16
Turk_Southern_Central_Anatolia,14.44,3.95,1.17,0.53,12.85,10.13,1.34,0.18,11.79,4.01,39.53,0.1
Turk_Southern_Anatolia_(Mersin_&_Adana),14.04,6.74,1.37,0.78,11.73,11.08,1.68,0.28,10.33,6.77,35.09,0.15
Turk_Southern_Anatolia_(Gaziantep_&_Hatay),17.04,4.87,1.09,0.65,10.47,8.22,2.05,0.85,12.51,4.2,37.65,0.43
Turk_Eastern_Central_Anatolia,16.17,3.94,0.82,0.64,12,9.39,1.61,0.14,11.27,4.26,39.66,0.11
Turk_Central_Black_Sea_(Giresun_North_&_Ordu),14.49,6.23,0.78,0.84,11.23,10.14,1.28,0.11,10.15,5.97,38.74,0.06
Turk_Central_Black_Sea_(Giresun_South),15.23,2.59,0.57,0.54,11.56,8.82,1.12,0.23,11.40,3.56,44.34,0.05
Turk_Eastern_Black_Sea_(Rize_&_Trabzon),15.73,0.15,0.3,0.07,10.84,4.53,0.32,0.01,11.45,0.29,56.29,0.03
Turk_Eastern_Anatolia,18.95,1.94,1.02,0.31,11.02,7.73,1.66,0.1,12.88,2.09,42.29,0
Turk_Eastern_Anatolia_(Bayburt_&_Gümüşhane),15.77,0.55,0.58,0.59,10.95,7.04,0.85,0.03,11.74,1.03,50.91,0.01
Turk_Eastern_Anatolia_(Erzurum_&_Kars),21.14,0.91,1.11,0.36,7.99,7.63,1.08,0.05,12.49,1.12,46.09,0.08
Turk_Southwestern_Caucasus,19.36,0.39,0.59,0.22,8.18,7.72,0.61,0.02,10.93,0.55,51.38,0.03
Turk_Cyprus,8.82,0.64,3.77,0.64,19.16,6.31,0.46,1.88,15.93,0.97,40.65,0.77
Turkmen_Afghanistan,16.85,18.03,0.20,0.44,5.52,16.12,4.35,0.19,2.13,18.83,17.29,0.07
Turkmen,21.19,9.46,0.54,1.15,5.45,12.76,4.94,0.22,6.77,11.03,26.38,0.12
Turkmen_Uzbekistan,19.54,13.24,0.18,2.04,6.54,12.86,5.08,0.05,6.49,13.96,19.93,0.07
Tuvan,5.18,48.17,0.09,1.53,0.70,9.03,0.66,0.03,0.37,33.58,0.63,0.05
Udi,21.52,0.77,0.31,0.38,9.36,8.06,1.08,0.26,11.86,0.40,45.84,0.16
Udmurt,12.30,21.46,0,0,10.27,45.43,1.91,0,0,3.81,4.83,0
Ukrainian,3.75,1.29,0.31,0.51,22.43,55.65,0.56,0.08,2.08,0.18,13.01,0.16
Ukrainian_Ivano-Frankivsk,3.54,1.33,0.84,0.29,25.25,48.59,0.53,0.12,2.53,0.28,16.68,0.04
Uttar_Pradesh_Scheduled_Caste,31.90,0.00,0.00,0.50,0.40,3.20,62.50,0.00,0.00,1.50,0.00,0.00
Uyghur,16.59,14.82,0.06,4.65,2.09,13.06,5.27,0,1.87,30.23,11.36,0
Uzbek,18.46,13.20,0.06,2.86,5.56,16.43,5.53,0.03,2.93,18.46,16.46,0.03
Uzbeki,17.43,15.85,0.17,1.57,3.87,15.77,5.24,0.11,2.45,20.86,16.65,0.03
Velamas,38.20,0.00,0.00,0.30,0.00,0.00,58.70,0.00,0.50,0.70,1.60,0.00
Veps,2.61,9.37,0.37,0.14,17.01,62.91,1.05,0.10,1.15,1.08,4.22,0.00
Vietnamese,0.00,0.00,0.00,73.50,0.00,0.00,2.30,0.00,0.00,24.20,0.00,0.00
West_Bengal_Brahmin,32.14,1.39,0.11,2.66,1.72,10.54,44.76,0.13,0.18,1.60,4.55,0.22
Western_Indonesian,3.93,0.49,0.21,62.90,0.12,0.99,16.12,0.22,0.35,13.67,0.92,0.08
Xibo,0.80,17.72,0.00,11.01,0.20,0.50,0.00,0.00,0.10,68.67,1.00,0.00
Yaghnobi_Tajikistan,30.81,3.92,0,0.44,7.54,22.11,5.62,0,4.15,2.22,23.18,0
Yakut,1.00,76.70,0.00,0.90,1.00,0.00,0.10,0.00,0.00,19.80,0.50,0.00
Yazidi,26.02,0.82,1.41,0.57,8.32,6.31,2.78,0.76,13.85,0.56,38.55,0.06
Yemenite_Mahra,1.62,0.14,5.83,0.66,7.22,0,0.59,4.87,49.81,0.17,29.62,0
Yemenite_mixed,5.38,0.01,4.27,1.28,5.29,0.58,2.55,11.24,33.87,1.2,21.73,12.6
Yizu,0.00,4.30,0.00,28.23,0.00,0.00,3.00,0.00,0.00,64.46,0.00,0.00
Yoruba,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Yukagir,0.00,79.52,0.00,0.00,2.60,1.50,0.00,0.00,0.00,16.38,0.00,0.00
Zaza,23.89,0.95,0.65,0.24,8.58,7.08,2.11,0.18,13.63,0.68,41.98,0.02
ZHUANG,0,0.2,0,69.97,0.07,0.04,0.31,0,0,29.55,0,0
DA13_CentralSaka,15.55,23.43,0.14,0,4.91,38.54,0,0,0,17.09,0,0.34
DA47_TianShanSaka,23.69,13.31,0,0,6.11,36.85,3.32,0,0,6.6,9.53,0.6
DA56_TianShanSaka,21.4,17.22,0.08,1.6,10.86,34.42,0,0,0,11.64,2.78,0
DA57_TianShanSaka,27.87,11.94,0.48,0,7.34,37.49,0,0,0,8.45,6.43,0
DA58_TianShanSaka,24.39,10.43,0,0.2,13.3,33.35,0.54,0,0,4.62,12.84,0.33
DA59_TianShanSaka,22.39,12.53,0,0,11.09,33.38,2.62,0,0,7.42,6.76,3.81
DA30_Sarmatian,26.03,6.56,0,0,10.57,40.41,1.27,0,0,0,14.15,1.02
DA162_Alan,20.55,1.94,0.21,0,10.98,21.36,0,0,5.09,0,39.48,0.39
DA243_Alan,20.84,2.5,0,0,9.75,27.25,0.25,0,2.16,0,36.79,0.46
DA38_Xiongnu,24.22,21.19,0,2.37,1.46,28.3,4.24,0,0,17.18,0,1.03
DA41_Xiongnu,17.64,21.45,0,2.01,4.92,26.72,2.57,0,0,23.34,0,1.35
DA65_TianShanHun,15.9,16.49,0,1.49,10.74,27.41,3.02,0.28,0,14.16,6.09,4.42
DA74_TianShanHun,18.69,19.52,0,0.65,9.16,34.25,0,0,0,17.5,0,0.22
DA81_TianShanHun,24.88,12.68,0,0,12.72,34.92,2.94,0,0,5.38,6.28,0.22
DA85_TianShanHun,26.78,14.1,0,0,8.16,36.25,2.21,0,0,6.48,5.82,0.19
DA100_TianShanHun,19.45,19.24,0,0,7.63,31.51,0.51,0,0,16.84,4.62,0.22
DA385_TianShanHun,19.8,20.4,0,0,4.8,33.57,0.39,0,0,18.59,2.25,0.19
DA206_Kangju,27.86,3.95,0,0.65,13.67,28.79,2.94,0,0.82,0,21.31,0
DA223_Wusun,30.1,11.1,0,0,4.65,35.59,2.89,0,0,3.39,11.8,0.48
DA89_Turk,23.63,18.92,0,0.87,11.33,26.94,0,0,0,18.15,0,0.16
DA228_Turk,7.38,10.47,0.32,2.87,13.52,27.66,0,0,0.31,26.61,10.33,0.52
DA230_Karluk,16.77,17.87,0,1.32,5.69,17.16,0,0,0,27.1,13.26,0.82
DA204_Karakhanid,14.57,22.74,0,2.36,3.84,24.48,0.74,0.11,0,23.65,7.23,0.28
DA179_Kipchak,16.71,6.73,0.17,2.47,7.83,18.07,4.6,0,8.78,16.1,18.21,0.32
MA2195_Ottoman,11.62,22.95,0,0,6.87,19.68,0,0,0.75,24.61,13.41,0.13
MA2196_Ottoman,13.98,10.53,3.8,0,12.36,12.63,2.74,1.67,3.09,12.12,26.34,0.75
F38_Iran_Iron_Age,28.81,0,0.12,0,7.64,4.43,0,0,13.53,0,45.46,0
I2327Iran_Iron_Age,28.95,0,0,0,3.83,6.82,3.08,0,14.84,1.21,41.28,0
I1955_GD1150_Ganj_Dareh_Iran_recent_1430-1485,24.42,1.63,1.10,0,4.93,12.34,5.95,0,9.86,0.30,39.29,0.17
I2495_Bronze_Age_Anatolian_Isparta,6.79,0,1.92,1.07,27.17,4.07,0,0,14.65,0,42.98,1.35
I2499_Bronze_Age_Anatolian_Isparta,9.21,0,0.11,0.47,27.71,4.33,0,0.81,12.84,0,44.53,0
I2683_Bronze_Age_Anatolian_Isparta,9.16,0.07,1.74,0.67,24.77,1.32,0,0,14.88,0,45.56,1.81
I9006_Bronze_Age_Mycenaean,4.14,0,1.89,0,36.48,4.77,0,0,8.08,1.19,43.45,0
I9010_Bronze_Age_Mycenaean,0,0,3.52,1.43,38.53,7.73,0,0.65,13.96,0,34.19,0
I9033_Bronze_Age_Mycenaean,1.33,1.22,3.40,0,40.19,9.10,0.52,0,7.58,0.48,33.22,2.96
I9041_Bronze_Age_Mycenaean,2.87,0,2.57,0,37.48,8.67,0,0.36,10.29,0,37.52,0.24
KER_1_Ostrogothic_Crimea,8.98,0.72,1.93,0,17.62,16.78,0.30,0,8.77,1.52,42.34,1.04
chy001_Sarmatian,22.69,8.21,0,0,13.39,40.51,3.2,0.68,0,0.12,11.2,0
chy002_Sarmatian,25.87,8.68,0,0,12.38,37.73,0.98,0,0,5.7,7.85,0.82
cim357_Cimmerian,17.43,8.06,0,1.02,16.1,42.32,3.11,0,0,1.06,10.9,0
cim358_Cimmerian,22.58,11.12,0,3.04,8.31,32.3,3.23,1.43,0,5.24,12.76,0
cim359_Cimmerian,13.81,23.13,0,1.62,7.05,33.66,3.7,0.01,0,12.42,3.99,0.62
